background/signal,pT GeV,y,mass GeV,width,ptD,#of constituents
 1,    54.461,     3.660,     0.000,     0.000,     1.000,    1
 0,    28.261,     1.140,     5.848,     0.195,     0.445,    9
 0,    31.309,    -1.061,     6.407,     0.183,     0.496,   12
 0,    27.994,    -1.384,     3.921,     0.096,     0.771,    5
 1,    65.064,     3.159,     5.475,     0.061,     0.650,    6
 1,    38.204,    -3.430,     4.597,     0.091,     0.846,    2
 0,    24.864,    -0.376,     5.187,     0.195,     0.380,    9
 0,    22.730,    -0.419,     4.948,     0.179,     0.348,   10
 0,    21.948,    -0.109,     5.404,     0.228,     0.354,   12
 1,   459.189,     0.623,    40.678,     0.027,     0.927,   11
 1,   385.757,    -0.729,    32.940,     0.027,     0.926,   10
 0,    48.142,     2.994,    10.249,     0.175,     0.476,    5
 0,    21.802,    -2.055,     4.795,     0.208,     0.256,   23
 0,    34.446,    -0.969,     8.312,     0.229,     0.447,   11
 0,    31.572,    -0.184,     6.448,     0.181,     0.371,   12
 0,    20.334,     0.176,     4.417,     0.201,     0.375,   10
 0,    25.155,    -1.160,     3.208,     0.106,     0.664,    6
 0,    20.665,    -0.691,     3.937,     0.164,     0.428,    7
 0,    20.756,    -0.815,     4.588,     0.212,     0.383,   10
 0,    37.008,    -4.286,     3.586,     0.090,     0.752,    2
 0,    22.833,    -3.375,     3.306,     0.121,     0.807,    2
 0,    21.361,    -3.878,     3.444,     0.155,     0.730,    2
 1,  1196.544,     0.277,    35.300,     0.004,     0.992,    8
 0,    39.427,    -4.328,     7.642,     0.184,     0.647,    3
 0,    29.643,     0.517,     6.985,     0.209,     0.307,   15
 1,    27.694,    -4.273,     0.000,     0.000,     1.000,    1
 0,    20.318,     0.910,     4.159,     0.183,     0.390,   10
 0,    21.220,    -0.326,     4.507,     0.186,     0.428,    9
 0,    22.512,    -4.345,     0.000,     0.000,     1.000,    1
 0,    20.323,     3.543,     1.521,     0.064,     0.797,    2
 1,   223.834,     1.490,    16.352,     0.030,     0.697,   11
 0,    38.665,     0.347,     8.681,     0.188,     0.333,   13
 0,    23.276,     1.421,     4.831,     0.194,     0.328,   12
 0,    23.729,    -0.977,     5.959,     0.238,     0.349,   12
 0,    20.704,    -0.977,     3.627,     0.159,     0.515,    7
 0,    20.759,    -1.079,     4.310,     0.187,     0.461,    8
 0,   303.241,    -1.314,     8.860,     0.005,     0.981,    6
 1,    90.218,    -2.336,    11.700,     0.096,     0.368,   17
 0,    49.434,     2.102,     7.319,     0.108,     0.409,   18
 0,    65.657,     0.925,     5.779,     0.059,     0.624,    7
 1,    20.193,     4.219,     0.000,     0.000,     1.000,    1
 1,   443.360,    -1.437,    38.677,     0.042,     0.530,   15
 0,    58.054,    -0.491,    13.245,     0.207,     0.272,   21
 1,    61.953,    -2.796,    10.356,     0.144,     0.467,    7
 0,    46.335,    -3.913,     9.088,     0.194,     0.707,    2
 0,    35.650,    -2.985,     7.926,     0.204,     0.392,   10
 0,    33.798,     1.116,     6.660,     0.188,     0.322,   12
 0,    21.783,     1.029,     4.266,     0.174,     0.514,   14
 0,    22.944,     1.096,     3.899,     0.141,     0.404,   12
 0,    30.971,     2.632,     6.474,     0.194,     0.493,   11
 0,    26.996,    -0.606,     5.112,     0.163,     0.308,   14
 0,    22.837,     0.205,     5.203,     0.186,     0.392,   12
 0,    43.097,     3.138,     5.239,     0.110,     0.613,    5
 0,    32.027,     3.870,     4.443,     0.137,     0.711,    2
 0,    36.214,     4.462,     5.267,     0.122,     0.697,    3
 1,    31.178,     4.052,     0.000,     0.000,     1.000,    1
 0,    30.674,    -4.325,     4.831,     0.144,     0.760,    2
 0,    25.342,     4.006,     5.032,     0.180,     0.617,    3
 1,   254.739,     2.182,    22.597,     0.052,     0.667,   12
 0,    23.462,    -1.838,     5.596,     0.213,     0.248,   21
 0,    29.072,    -0.321,     7.352,     0.225,     0.329,   13
 0,    26.443,     1.102,     3.549,     0.098,     0.606,    7
 0,    20.537,    -0.055,     2.515,     0.107,     0.521,    7
 0,    29.913,     4.374,     0.000,     0.000,     1.000,    1
 0,    28.896,    -0.735,     6.433,     0.205,     0.393,    8
 1,    29.176,    -3.062,     0.000,     0.000,     1.000,    1
 0,    25.950,     3.790,     0.000,     0.000,     1.000,    1
 0,    29.629,    -1.279,     6.309,     0.186,     0.307,   13
 0,    36.212,     1.058,     5.025,     0.105,     0.790,    4
 0,    39.515,     4.120,     0.000,     0.000,     1.000,    1
 0,    39.511,     4.407,     6.248,     0.157,     0.709,    2
 0,    21.407,    -0.065,     4.481,     0.195,     0.387,    8
 0,    29.636,    -0.010,     7.226,     0.224,     0.406,    8
 1,   690.034,    -0.413,    35.737,     0.011,     0.973,    6
 1,   191.456,    -2.319,    22.835,     0.076,     0.623,   15
 0,    47.951,     3.009,     6.244,     0.081,     0.735,    4
 0,    22.106,    -0.142,     5.999,     0.247,     0.371,   11
 1,    24.756,     4.112,     2.505,     0.090,     0.777,    2
 0,    23.624,     3.595,     0.000,     0.000,     1.000,    1
 0,    20.735,    -4.282,     0.000,     0.000,     1.000,    1
 1,    98.918,     3.881,     0.000,     0.000,     1.000,    1
 0,    25.895,     1.679,     6.246,     0.223,     0.256,   20
 0,    42.931,     4.336,     0.000,     0.000,     1.000,    1
 0,    24.474,    -1.656,     4.828,     0.174,     0.335,   16
 0,    30.271,    -4.051,     3.974,     0.095,     0.858,    2
 0,    20.337,     4.250,     0.000,     0.000,     1.000,    1
 1,   309.987,    -0.114,    19.528,     0.022,     0.965,    5
 1,   126.923,    -2.287,    15.578,     0.076,     0.709,   15
 0,    39.894,     2.569,     9.474,     0.227,     0.458,   12
 0,    40.642,     0.270,     8.897,     0.182,     0.312,   13
 0,    41.299,    -1.177,     9.690,     0.211,     0.422,    9
 0,    28.252,    -0.466,     6.957,     0.226,     0.418,   15
 0,    33.858,     1.284,     5.817,     0.142,     0.662,    6
 0,    21.634,     0.952,     5.050,     0.214,     0.357,   12
 0,    29.181,    -1.029,     6.083,     0.187,     0.358,   12
 0,    20.471,    -1.321,     4.654,     0.184,     0.451,   13
 0,    35.862,     3.495,     5.837,     0.159,     0.720,    2
 0,    22.548,    -0.823,     4.845,     0.203,     0.389,   11
 0,    26.652,     3.644,     3.725,     0.125,     0.772,    2
 0,    21.626,     3.124,     0.000,     0.000,     1.000,    1
 1,   376.268,     1.380,    17.641,     0.023,     0.885,    4
 1,   192.533,    -0.781,    12.939,     0.022,     0.910,    7
 1,    63.183,     3.970,     0.000,     0.000,     1.000,    1
 0,    32.517,    -0.491,     6.324,     0.174,     0.353,   14
 0,    23.452,    -2.574,     5.454,     0.215,     0.487,   10
 0,    21.567,     1.606,     5.314,     0.224,     0.281,   18
 0,    22.268,    -1.066,     3.854,     0.135,     0.449,   11
 1,    30.725,    -4.067,     0.000,     0.000,     1.000,    1
 0,    29.611,    -2.890,     2.915,     0.092,     0.597,    4
 0,    22.755,     0.079,     5.057,     0.182,     0.480,    6
 0,   154.329,    -0.315,     8.816,     0.024,     0.921,    4
 0,   120.187,    -0.284,     7.145,     0.017,     0.956,    4
 1,   105.962,     3.927,     0.000,     0.000,     1.000,    1
 0,    45.367,     2.567,    11.739,     0.246,     0.443,   14
 0,    72.794,    -0.415,    17.570,     0.220,     0.349,   12
 0,    38.323,     1.134,     6.599,     0.154,     0.349,   13
 0,    39.514,     0.153,     7.371,     0.155,     0.346,   12
 0,    29.967,     3.674,     6.257,     0.200,     0.673,    3
 1,    36.202,    -3.581,     3.489,     0.066,     0.874,    2
 0,    25.658,    -0.999,     4.687,     0.162,     0.392,    9
 0,    32.860,    -3.558,     6.547,     0.166,     0.599,    4
 0,    22.603,    -1.096,     4.264,     0.184,     0.463,    7
 0,    26.633,    -0.070,     5.207,     0.192,     0.569,    5
 1,    75.846,    -1.787,     8.551,     0.073,     0.500,   14
 0,    54.006,    -0.526,    12.477,     0.222,     0.397,   11
 0,    38.081,     0.325,     9.852,     0.248,     0.388,    9
 0,    37.971,     3.263,     3.284,     0.071,     0.812,    2
 0,    21.616,     1.352,     4.411,     0.189,     0.353,   12
 1,   666.938,    -1.069,    32.491,     0.013,     0.973,    8
 1,   461.007,    -0.582,    27.452,     0.021,     0.928,    8
 1,    94.316,     3.303,    13.184,     0.103,     0.803,    4
 0,    25.052,    -1.166,     4.967,     0.160,     0.322,   13
 0,    41.798,     0.756,    10.640,     0.246,     0.454,    9
 0,    35.000,    -0.474,     7.386,     0.190,     0.404,   11
 0,    23.862,     1.281,     4.554,     0.164,     0.500,    9
 0,    20.643,     1.341,     4.608,     0.194,     0.426,   10
 0,    24.228,     0.813,     5.971,     0.229,     0.466,    9
 0,    29.977,    -3.690,     4.430,     0.129,     0.692,    3
 1,    22.964,    -4.081,     0.000,     0.000,     1.000,    1
 0,    20.984,     4.188,     0.803,     0.007,     0.990,    2
 1,   153.221,     0.403,     9.697,     0.022,     0.951,    8
 1,    64.149,     3.684,     8.493,     0.092,     0.823,    3
 0,    50.026,     0.371,    12.144,     0.226,     0.350,   14
 0,    23.430,     1.074,     5.534,     0.214,     0.293,   17
 0,    29.745,    -3.519,     4.359,     0.138,     0.523,    4
 0,    22.319,    -1.535,     4.826,     0.189,     0.308,   18
 0,    22.577,     3.486,     4.041,     0.151,     0.534,    4
 0,    33.922,     4.343,     4.478,     0.127,     0.729,    2
 0,    21.945,     3.801,     1.428,     0.049,     0.848,    2
 0,    23.621,    -4.197,     4.260,     0.176,     0.716,    2
 1,    83.084,     3.748,     0.000,     0.000,     1.000,    1
 0,    56.666,    -1.017,    16.217,     0.267,     0.270,   22
 1,    39.162,    -2.642,     5.969,     0.118,     0.540,   10
 1,    39.657,     2.229,     5.332,     0.094,     0.811,    7
 0,    31.140,     2.174,     5.695,     0.159,     0.307,   17
 0,    29.874,    -0.360,     6.813,     0.210,     0.340,   16
 0,    28.069,    -3.651,     5.794,     0.181,     0.517,    4
 0,    27.013,     3.078,     1.476,     0.052,     0.737,    2
 1,   564.947,     0.736,    12.372,     0.003,     0.988,    4
 1,   108.989,     3.007,     5.365,     0.039,     0.602,    4
 1,    86.347,    -2.387,    11.106,     0.109,     0.346,   16
 0,    20.070,    -1.171,     4.098,     0.168,     0.431,    9
 1,   116.806,     3.611,    19.340,     0.134,     0.774,    3
 1,    78.049,     1.327,     7.307,     0.051,     0.781,    6
 0,    32.338,    -0.460,     6.779,     0.171,     0.304,   13
 0,    22.319,     0.284,     5.740,     0.238,     0.305,   16
 0,    33.633,     0.808,     5.747,     0.146,     0.428,   11
 0,    25.972,     4.072,     4.860,     0.183,     0.713,    2
 0,    22.480,     4.332,     0.000,     0.000,     1.000,    1
 0,   119.148,    -0.098,    12.965,     0.060,     0.858,    7
 1,    85.336,    -3.933,     0.000,     0.000,     1.000,    1
 0,    28.843,     1.181,     4.435,     0.127,     0.649,    5
 1,    34.535,     3.777,     1.281,     0.028,     0.849,    2
 1,  1147.445,     0.059,    36.630,     0.006,     0.986,    9
 1,    78.644,     3.724,     0.000,     0.000,     1.000,    1
 0,    59.952,     1.213,    12.808,     0.186,     0.266,   23
 0,    22.392,     1.135,     2.683,     0.101,     0.578,    6
 1,    29.212,    -3.798,     0.000,     0.000,     1.000,    1
 0,    25.241,     3.840,     0.000,     0.000,     1.000,    1
 0,    20.525,    -0.393,     4.515,     0.196,     0.468,    7
 1,   270.828,     0.690,    22.446,     0.029,     0.909,    7
 1,    73.345,     3.611,     7.071,     0.082,     0.800,    2
 0,    45.737,    -1.230,     7.957,     0.148,     0.381,   12
 0,    27.308,    -1.721,     6.628,     0.222,     0.291,   17
 0,    22.915,     0.654,     4.531,     0.176,     0.322,   13
 0,    20.150,    -0.023,     4.872,     0.226,     0.377,    8
 1,   433.410,     0.914,    28.962,     0.021,     0.908,   10
 0,    76.907,    -2.953,    16.293,     0.195,     0.426,    7
 1,    45.185,     3.046,     7.845,     0.142,     0.471,    6
 0,    38.799,     0.476,     7.608,     0.170,     0.342,   12
 0,    38.540,    -0.239,     7.400,     0.177,     0.413,    9
 0,    20.524,    -1.819,     4.573,     0.195,     0.274,   19
 0,    29.400,     2.864,     5.816,     0.161,     0.587,    5
 0,    31.415,    -0.417,     6.104,     0.167,     0.357,   13
 0,    24.966,    -1.270,     5.423,     0.193,     0.385,   13
 0,    22.545,     0.240,     5.033,     0.190,     0.421,   13
 0,    28.845,    -1.186,     4.609,     0.134,     0.448,    6
 0,    24.241,     3.756,     2.638,     0.067,     0.901,    3
 1,    20.750,    -2.962,     2.738,     0.127,     0.733,    2
 1,    95.699,     1.667,     3.597,     0.009,     0.984,    4
 0,    22.300,     1.602,     5.380,     0.220,     0.341,   14
 0,    38.736,    -1.116,     6.330,     0.126,     0.512,    9
 0,    34.345,    -0.282,     7.969,     0.222,     0.367,    9
 1,    31.161,    -3.050,     0.000,     0.000,     1.000,    1
 0,    23.303,    -0.640,     4.903,     0.180,     0.385,    8
 1,   516.856,     0.040,    21.938,     0.009,     0.975,    7
 1,    69.056,    -4.250,     0.000,     0.000,     1.000,    1
 0,    33.198,    -0.493,     7.785,     0.204,     0.349,   16
 0,    24.062,     0.507,     5.945,     0.228,     0.366,   11
 0,    23.844,    -2.871,     3.201,     0.090,     0.702,    3
 1,   575.999,    -0.406,    22.165,     0.009,     0.969,    5
 1,    42.353,     3.463,     4.291,     0.089,     0.782,    2
 0,    40.266,     4.125,     0.000,     0.000,     1.000,    1
 0,    20.555,     0.058,     4.655,     0.211,     0.381,    9
 1,   380.308,    -1.310,    21.601,     0.015,     0.966,    7
 1,   101.456,     3.610,    18.780,     0.161,     0.703,    4
 0,    54.688,     1.866,     7.438,     0.113,     0.402,   12
 1,    73.671,    -3.832,     0.000,     0.000,     1.000,    1
 0,    59.341,    -0.587,    12.189,     0.177,     0.348,   14
 0,    31.993,    -1.120,     6.883,     0.194,     0.362,   12
 0,    41.349,    -3.612,     8.037,     0.181,     0.672,    3
 0,    24.048,    -1.065,     5.521,     0.201,     0.310,   13
 0,    27.170,     3.572,     3.476,     0.125,     0.651,    3
 0,    28.468,     2.692,     4.297,     0.123,     0.600,    3
 0,    31.629,     4.165,     2.898,     0.049,     0.927,    2
 0,    20.941,    -0.497,     4.249,     0.176,     0.430,   10
 0,    21.493,    -0.393,     4.623,     0.205,     0.403,    9
 0,    25.998,    -3.559,     2.320,     0.069,     0.836,    2
 0,    22.233,     0.005,     4.830,     0.200,     0.468,    6
 1,   495.699,    -1.335,    24.240,     0.012,     0.951,   11
 1,    70.793,    -2.431,     9.869,     0.110,     0.401,   15
 0,    29.526,     1.242,     6.381,     0.197,     0.409,   12
 0,    32.652,     1.336,     7.144,     0.200,     0.324,   16
 0,    23.596,     0.807,     4.331,     0.161,     0.354,   11
 0,    28.948,    -0.280,     6.541,     0.212,     0.403,   12
 0,    22.627,    -0.901,     4.421,     0.182,     0.362,   12
 0,    20.430,    -1.119,     4.790,     0.213,     0.301,   14
 0,    23.825,     2.554,     3.986,     0.157,     0.617,    6
 0,    22.256,     0.055,     4.754,     0.206,     0.458,    6
 0,   130.258,     3.161,     5.170,     0.021,     0.856,    4
 0,    47.264,     1.182,    10.259,     0.183,     0.374,   11
 0,    48.211,    -4.250,     0.000,     0.000,     1.000,    1
 0,    21.752,    -1.158,     3.903,     0.150,     0.426,    8
 0,    21.659,    -0.797,     2.751,     0.116,     0.574,    6
 0,    23.867,     0.886,     2.311,     0.082,     0.556,    8
 0,    24.386,    -3.904,     0.000,     0.000,     1.000,    1
 1,   721.241,     0.341,    36.995,     0.011,     0.974,    9
 1,   114.401,     3.642,     7.032,     0.024,     0.959,    2
 1,    88.333,    -3.065,    14.197,     0.123,     0.454,    7
 0,    36.899,     0.364,     7.338,     0.160,     0.379,   15
 0,    36.364,    -0.637,     8.256,     0.214,     0.338,   11
 0,    28.297,    -1.097,     4.542,     0.141,     0.514,    8
 0,    31.829,    -0.795,     5.951,     0.175,     0.396,   11
 0,    39.758,     4.157,     0.000,     0.000,     1.000,    1
 0,    26.125,    -0.778,     5.758,     0.183,     0.332,   13
 0,    33.023,     3.370,     2.179,     0.049,     0.639,    3
 0,    31.451,     4.324,     0.000,     0.000,     1.000,    1
 0,    21.176,    -3.559,     4.132,     0.162,     0.605,    3
 1,   232.087,    -2.002,    19.098,     0.033,     0.917,   11
 1,   149.996,     1.398,    10.197,     0.024,     0.951,    6
 1,   159.600,     2.752,    15.419,     0.055,     0.840,    4
 1,   111.683,    -3.413,     0.000,     0.000,     1.000,    1
 0,    43.656,    -0.990,     6.163,     0.104,     0.540,   10
 0,    42.715,     0.184,     7.594,     0.155,     0.490,   10
